"","V1","V2","V3","V4","V5","V6","V7","V8"
"100","2015","11","8","279.507098472372","283.511204470611","283.524253017595","283.467849077336","281.095308679512"
"101","2015","11","9","277.930639992834","282.162984819069","283.347160079774","283.450132106915","281.095308679512"
"102","2015","11","10","278.390609703809","281.366382255808","283.004331586098","283.410724244513","281.095308679512"
"103","2015","11","11","280.508617642977","281.468555596946","282.70079560748","283.335851735909","281.095308679512"
"104","2015","11","12","280.910808107941","281.586210250321","282.519582509551","283.256944569507","281.095308679512"
"105","2015","11","13","281.695955148182","281.862622862029","282.424134528871","283.169777815253","281.095308679512"
"106","2015","11","14","278.441911287124","281.440890079804","282.354151298603","283.084120310969","281.095308679512"
"107","2015","11","15","276.65490360038","280.491956577891","282.115068451931","282.994336046256","281.095308679512"
"108","2015","11","16","277.702099904602","279.926368993099","281.779640074156","282.89006047682","281.095308679512"
"109","2015","11","17","276.926037500002","279.86943050332","281.503636449756","282.764407934741","281.095308679512"
"110","2015","11","18","275.277146478805","279.171052871269","281.218763694899","282.631306897873","281.095308679512"
"111","2015","11","19","276.773992000667","278.529380678971","280.849909280536","282.48175444711","281.095308679512"
"112","2015","11","20","283.040432757163","280.084404781939","280.680976925353","282.320394792167","281.095308679512"
"113","2015","11","21","277.254985027827","280.265768839571","280.81277634031","282.174327868119","281.095308679512"
"114","2015","11","22","276.873210425378","279.430193982209","280.726803169027","282.041071380929","281.095308679512"
"115","2015","11","23","275.926163778192","279.016611976804","280.53990074104","281.911721649925","281.095308679512"
"116","2015","11","24","273.91189565717","278.162006517263","280.272583202839","281.769289942779","281.095308679512"
"117","2015","11","25","273.039032295514","277.046641513927","279.875024821615","281.614788797924","281.095308679512"
"118","2015","11","26","274.018371510941","276.56210213126","279.432152519389","281.438465025418","281.095308679512"
"119","2015","11","27","278.62689461296","277.170441340824","279.119531321044","281.240336666911","281.095308679512"
"120","2015","11","28","281.086967113675","278.867739659159","279.146590982482","281.051895687537","281.095308679512"
"121","2015","11","29","276.975004351342","278.962179436704","279.352307244588","280.89753579092","281.095308679512"
"122","2015","11","30","273.716698033894","277.769402871264","279.320243425458","280.766750549051","281.095308679512"
"123","2015","12","1","272.479833268991","276.600718257589","279.054170655213","280.63171948733","281.095308679512"
"124","2015","12","2","274.326523254392","275.982549494962","278.703129488823","280.485732357962","281.095308679512"
"125","2015","12","3","276.305512127283","276.463440494127","278.421112880228","280.322701397545","281.095308679512"
"126","2015","12","4","274.869278675482","276.512987842384","278.25359929679","280.157156386969","281.095308679512"
"127","2015","12","5","274.892911819024","276.415710639198","278.091287103847","279.992821672407","281.095308679512"
"128","2015","12","6","274.81570999027","276.343472340466","277.946164858151","279.830100762774","281.095308679512"
"129","2015","12","7","274.693309129887","276.205862333771","277.809684786664","279.672754141634","281.095308679512"
"130","2015","12","8","274.476744068271","276.053550140448","277.673280194602","279.519248192513","281.095308679512"
"131","2015","12","9","273.941255337013","275.829211320611","277.535843792595","279.366268481134","281.095308679512"
"132","2015","12","10","275.15685389825","275.6313707494","277.372278923373","279.216520591207","281.095308679512"
"133","2015","12","11","277.498848054871","276.283718764759","277.306180808479","279.070113042059","281.095308679512"
"134","2015","12","12","278.787252358458","277.158949107834","277.396669747663","278.944406316529","281.095308679512"
"135","2015","12","13","278.970730360389","277.745575458647","277.595334161956","278.838989145324","281.095308679512"
"136","2015","12","14","279.963939562625","278.267550465719","277.832215454947","278.766834546259","281.095308679512"
"137","2015","12","15","282.593970576103","279.635823979578","278.1746606717","278.726615693905","281.095308679512"
"138","2015","12","16","277.649855532814","279.367373692996","278.584850201716","278.725349469098","281.095308679512"
"139","2015","12","17","276.415478672183","278.083185479652","278.605763794166","278.740662515056","281.095308679512"
"140","2015","12","18","280.139082318794","278.516865823167","278.52740145116","278.753248665532","281.095308679512"
"141","2015","12","19","275.663383723266","278.301582560142","278.579040559812","278.758411922718","281.095308679512"
"142","2015","12","20","273.935899983486","277.050405119133","278.385823560183","278.764769773149","281.095308679512"
"143","2015","12","21","273.081652480959","276.214195941025","278.06626872515","278.740189476005","281.095308679512"
"144","2015","12","22","276.238070389607","275.987180190288","277.735786966195","278.685014770506","281.095308679512"
"145","2015","12","23","279.5496097937","277.169735056841","277.623590079307","278.620183331703","281.095308679512"
"146","2015","12","24","283.712713918173","278.790698906645","277.816450676847","278.568305757775","281.095308679512"
"147","2015","12","25","281.196543719493","280.120958678611","278.336577989787","278.550131384017","281.095308679512"
"148","2015","12","26","278.453360506375","279.507512092639","278.685457506917","278.579879157573","281.095308679512"
"149","2015","12","27","277.730973126181","278.532642245488","278.725050327273","278.623769910689","281.095308679512"
"150","2015","12","28","276.028414934387","278.148187593765","278.640431330768","278.656020708516","281.095308679512"
"151","2015","12","29","272.83668130243","277.044932571894","278.417654522795","278.67791675005","281.095308679512"
"152","2015","12","30","272.94566497115","276.544573531124","278.119773386918","278.665746036547","281.095308679512"
"153","2015","12","31","273.529962032081","276.102406793869","277.823176539162","278.63083085139","281.095308679512"
"154",NA,NA,NA,NA,NA,NA,NA,NA
"155",NA,NA,NA,NA,NA,NA,NA,NA
"156",NA,NA,NA,NA,NA,NA,NA,NA
"157",NA,NA,NA,NA,NA,NA,NA,NA
"158",NA,NA,NA,NA,NA,NA,NA,NA
"159",NA,NA,NA,NA,NA,NA,NA,NA
"160",NA,NA,NA,NA,NA,NA,NA,NA
"161",NA,NA,NA,NA,NA,NA,NA,NA
"162",NA,NA,NA,NA,NA,NA,NA,NA
"163",NA,NA,NA,NA,NA,NA,NA,NA
"164",NA,NA,NA,NA,NA,NA,NA,NA
"165",NA,NA,NA,NA,NA,NA,NA,NA
"166",NA,NA,NA,NA,NA,NA,NA,NA
"167",NA,NA,NA,NA,NA,NA,NA,NA
"168",NA,NA,NA,NA,NA,NA,NA,NA
"169",NA,NA,NA,NA,NA,NA,NA,NA
"170",NA,NA,NA,NA,NA,NA,NA,NA
"171",NA,NA,NA,NA,NA,NA,NA,NA
"172",NA,NA,NA,NA,NA,NA,NA,NA
"173",NA,NA,NA,NA,NA,NA,NA,NA
"174",NA,NA,NA,NA,NA,NA,NA,NA
"175",NA,NA,NA,NA,NA,NA,NA,NA
"176",NA,NA,NA,NA,NA,NA,NA,NA
"177",NA,NA,NA,NA,NA,NA,NA,NA
"178",NA,NA,NA,NA,NA,NA,NA,NA
"179",NA,NA,NA,NA,NA,NA,NA,NA
"180",NA,NA,NA,NA,NA,NA,NA,NA
"181",NA,NA,NA,NA,NA,NA,NA,NA
"182",NA,NA,NA,NA,NA,NA,NA,NA
"183",NA,NA,NA,NA,NA,NA,NA,NA
"184",NA,NA,NA,NA,NA,NA,NA,NA
"185",NA,NA,NA,NA,NA,NA,NA,NA
"186",NA,NA,NA,NA,NA,NA,NA,NA
"187",NA,NA,NA,NA,NA,NA,NA,NA
"188",NA,NA,NA,NA,NA,NA,NA,NA
"189",NA,NA,NA,NA,NA,NA,NA,NA
"190",NA,NA,NA,NA,NA,NA,NA,NA
"191",NA,NA,NA,NA,NA,NA,NA,NA
"192",NA,NA,NA,NA,NA,NA,NA,NA
"193",NA,NA,NA,NA,NA,NA,NA,NA
"194",NA,NA,NA,NA,NA,NA,NA,NA
"195",NA,NA,NA,NA,NA,NA,NA,NA
"196",NA,NA,NA,NA,NA,NA,NA,NA
"197",NA,NA,NA,NA,NA,NA,NA,NA
"198",NA,NA,NA,NA,NA,NA,NA,NA
"199",NA,NA,NA,NA,NA,NA,NA,NA
"200",NA,NA,NA,NA,NA,NA,NA,NA
"201",NA,NA,NA,NA,NA,NA,NA,NA
"202",NA,NA,NA,NA,NA,NA,NA,NA
"203",NA,NA,NA,NA,NA,NA,NA,NA
"204",NA,NA,NA,NA,NA,NA,NA,NA
"205",NA,NA,NA,NA,NA,NA,NA,NA
"206",NA,NA,NA,NA,NA,NA,NA,NA
"207",NA,NA,NA,NA,NA,NA,NA,NA
"208",NA,NA,NA,NA,NA,NA,NA,NA
"209",NA,NA,NA,NA,NA,NA,NA,NA
"210",NA,NA,NA,NA,NA,NA,NA,NA
"211",NA,NA,NA,NA,NA,NA,NA,NA
"212",NA,NA,NA,NA,NA,NA,NA,NA
"213",NA,NA,NA,NA,NA,NA,NA,NA
"214",NA,NA,NA,NA,NA,NA,NA,NA
"215",NA,NA,NA,NA,NA,NA,NA,NA
"216",NA,NA,NA,NA,NA,NA,NA,NA
"217",NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,NA,NA,NA,NA,NA,NA
"219",NA,NA,NA,NA,NA,NA,NA,NA
"220",NA,NA,NA,NA,NA,NA,NA,NA
"221",NA,NA,NA,NA,NA,NA,NA,NA
"222",NA,NA,NA,NA,NA,NA,NA,NA
"223",NA,NA,NA,NA,NA,NA,NA,NA
"224",NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,NA,NA,NA,NA,NA,NA
"226",NA,NA,NA,NA,NA,NA,NA,NA
"227",NA,NA,NA,NA,NA,NA,NA,NA
"228",NA,NA,NA,NA,NA,NA,NA,NA
"229",NA,NA,NA,NA,NA,NA,NA,NA
"230",NA,NA,NA,NA,NA,NA,NA,NA
"231",NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,NA,NA,NA,NA,NA,NA
"233",NA,NA,NA,NA,NA,NA,NA,NA
"234",NA,NA,NA,NA,NA,NA,NA,NA
"235",NA,NA,NA,NA,NA,NA,NA,NA
"236",NA,NA,NA,NA,NA,NA,NA,NA
"237",NA,NA,NA,NA,NA,NA,NA,NA
"238",NA,NA,NA,NA,NA,NA,NA,NA
"239",NA,NA,NA,NA,NA,NA,NA,NA
"240",NA,NA,NA,NA,NA,NA,NA,NA
"241",NA,NA,NA,NA,NA,NA,NA,NA
"242",NA,NA,NA,NA,NA,NA,NA,NA
"243",NA,NA,NA,NA,NA,NA,NA,NA
"244",NA,NA,NA,NA,NA,NA,NA,NA
"245",NA,NA,NA,NA,NA,NA,NA,NA
"246",NA,NA,NA,NA,NA,NA,NA,NA
"247",NA,NA,NA,NA,NA,NA,NA,NA
"248",NA,NA,NA,NA,NA,NA,NA,NA
"249",NA,NA,NA,NA,NA,NA,NA,NA
"250",NA,NA,NA,NA,NA,NA,NA,NA
"251",NA,NA,NA,NA,NA,NA,NA,NA
"252",NA,NA,NA,NA,NA,NA,NA,NA
"253",NA,NA,NA,NA,NA,NA,NA,NA
"254",NA,NA,NA,NA,NA,NA,NA,NA
"255",NA,NA,NA,NA,NA,NA,NA,NA
"256",NA,NA,NA,NA,NA,NA,NA,NA
"257",NA,NA,NA,NA,NA,NA,NA,NA
"258",NA,NA,NA,NA,NA,NA,NA,NA
"259",NA,NA,NA,NA,NA,NA,NA,NA
"260",NA,NA,NA,NA,NA,NA,NA,NA
"261",NA,NA,NA,NA,NA,NA,NA,NA
"262",NA,NA,NA,NA,NA,NA,NA,NA
"263",NA,NA,NA,NA,NA,NA,NA,NA
"264",NA,NA,NA,NA,NA,NA,NA,NA
"265",NA,NA,NA,NA,NA,NA,NA,NA
"266",NA,NA,NA,NA,NA,NA,NA,NA
"267",NA,NA,NA,NA,NA,NA,NA,NA
"268",NA,NA,NA,NA,NA,NA,NA,NA
"269",NA,NA,NA,NA,NA,NA,NA,NA
"270",NA,NA,NA,NA,NA,NA,NA,NA
"271",NA,NA,NA,NA,NA,NA,NA,NA
"272",NA,NA,NA,NA,NA,NA,NA,NA
"273",NA,NA,NA,NA,NA,NA,NA,NA
"274",NA,NA,NA,NA,NA,NA,NA,NA
"275",NA,NA,NA,NA,NA,NA,NA,NA
"276",NA,NA,NA,NA,NA,NA,NA,NA
"277",NA,NA,NA,NA,NA,NA,NA,NA
"278",NA,NA,NA,NA,NA,NA,NA,NA
"279",NA,NA,NA,NA,NA,NA,NA,NA
"280",NA,NA,NA,NA,NA,NA,NA,NA
"281",NA,NA,NA,NA,NA,NA,NA,NA
"282",NA,NA,NA,NA,NA,NA,NA,NA
"283",NA,NA,NA,NA,NA,NA,NA,NA
"284",NA,NA,NA,NA,NA,NA,NA,NA
"285",NA,NA,NA,NA,NA,NA,NA,NA
"286",NA,NA,NA,NA,NA,NA,NA,NA
"287",NA,NA,NA,NA,NA,NA,NA,NA
"288",NA,NA,NA,NA,NA,NA,NA,NA
"289",NA,NA,NA,NA,NA,NA,NA,NA
"290",NA,NA,NA,NA,NA,NA,NA,NA
"291",NA,NA,NA,NA,NA,NA,NA,NA
"292",NA,NA,NA,NA,NA,NA,NA,NA
"293",NA,NA,NA,NA,NA,NA,NA,NA
"294",NA,NA,NA,NA,NA,NA,NA,NA
"295",NA,NA,NA,NA,NA,NA,NA,NA
"296",NA,NA,NA,NA,NA,NA,NA,NA
"297",NA,NA,NA,NA,NA,NA,NA,NA
"298",NA,NA,NA,NA,NA,NA,NA,NA
"299",NA,NA,NA,NA,NA,NA,NA,NA
"300",NA,NA,NA,NA,NA,NA,NA,NA
"301",NA,NA,NA,NA,NA,NA,NA,NA
"302",NA,NA,NA,NA,NA,NA,NA,NA
"303",NA,NA,NA,NA,NA,NA,NA,NA
"304",NA,NA,NA,NA,NA,NA,NA,NA
"305",NA,NA,NA,NA,NA,NA,NA,NA
"306",NA,NA,NA,NA,NA,NA,NA,NA
"307",NA,NA,NA,NA,NA,NA,NA,NA
"308",NA,NA,NA,NA,NA,NA,NA,NA
"309",NA,NA,NA,NA,NA,NA,NA,NA
"310",NA,NA,NA,NA,NA,NA,NA,NA
"311",NA,NA,NA,NA,NA,NA,NA,NA
"312",NA,NA,NA,NA,NA,NA,NA,NA
"313",NA,NA,NA,NA,NA,NA,NA,NA
"314",NA,NA,NA,NA,NA,NA,NA,NA
"315",NA,NA,NA,NA,NA,NA,NA,NA
"316",NA,NA,NA,NA,NA,NA,NA,NA
"317",NA,NA,NA,NA,NA,NA,NA,NA
"318",NA,NA,NA,NA,NA,NA,NA,NA
"319",NA,NA,NA,NA,NA,NA,NA,NA
"320",NA,NA,NA,NA,NA,NA,NA,NA
"321",NA,NA,NA,NA,NA,NA,NA,NA
"322",NA,NA,NA,NA,NA,NA,NA,NA
"323",NA,NA,NA,NA,NA,NA,NA,NA
"324",NA,NA,NA,NA,NA,NA,NA,NA
"325",NA,NA,NA,NA,NA,NA,NA,NA
"326",NA,NA,NA,NA,NA,NA,NA,NA
"327",NA,NA,NA,NA,NA,NA,NA,NA
"328",NA,NA,NA,NA,NA,NA,NA,NA
"329",NA,NA,NA,NA,NA,NA,NA,NA
"330",NA,NA,NA,NA,NA,NA,NA,NA
"331",NA,NA,NA,NA,NA,NA,NA,NA
"332",NA,NA,NA,NA,NA,NA,NA,NA
"333",NA,NA,NA,NA,NA,NA,NA,NA
"334",NA,NA,NA,NA,NA,NA,NA,NA
"335",NA,NA,NA,NA,NA,NA,NA,NA
"336",NA,NA,NA,NA,NA,NA,NA,NA
"337",NA,NA,NA,NA,NA,NA,NA,NA
"338",NA,NA,NA,NA,NA,NA,NA,NA
"339",NA,NA,NA,NA,NA,NA,NA,NA
"340",NA,NA,NA,NA,NA,NA,NA,NA
"341",NA,NA,NA,NA,NA,NA,NA,NA
"342",NA,NA,NA,NA,NA,NA,NA,NA
"343",NA,NA,NA,NA,NA,NA,NA,NA
"344",NA,NA,NA,NA,NA,NA,NA,NA
"345",NA,NA,NA,NA,NA,NA,NA,NA
"346",NA,NA,NA,NA,NA,NA,NA,NA
"347",NA,NA,NA,NA,NA,NA,NA,NA
"348",NA,NA,NA,NA,NA,NA,NA,NA
"349",NA,NA,NA,NA,NA,NA,NA,NA
"350",NA,NA,NA,NA,NA,NA,NA,NA
"351",NA,NA,NA,NA,NA,NA,NA,NA
"352",NA,NA,NA,NA,NA,NA,NA,NA
"353",NA,NA,NA,NA,NA,NA,NA,NA
"354",NA,NA,NA,NA,NA,NA,NA,NA
"355",NA,NA,NA,NA,NA,NA,NA,NA
"356",NA,NA,NA,NA,NA,NA,NA,NA
"357",NA,NA,NA,NA,NA,NA,NA,NA
"358",NA,NA,NA,NA,NA,NA,NA,NA
"359",NA,NA,NA,NA,NA,NA,NA,NA
"360",NA,NA,NA,NA,NA,NA,NA,NA
"361",NA,NA,NA,NA,NA,NA,NA,NA
"362",NA,NA,NA,NA,NA,NA,NA,NA
"363",NA,NA,NA,NA,NA,NA,NA,NA
"364",NA,NA,NA,NA,NA,NA,NA,NA
"365",NA,NA,NA,NA,NA,NA,NA,NA
